"region","valår",Valdeltagande i riksdagsval, procent
"0512 Ydre","1979",94.3
"0512 Ydre","1982",93.3
"0512 Ydre","1985",91.8
"0512 Ydre","1988",88.6
"0512 Ydre","1991",89.5
"0512 Ydre","1994",89.3
"0512 Ydre","1998",86.3
"0512 Ydre","2002",84.7
"0512 Ydre","2006",85.6
"0512 Ydre","2010",88.7
"0512 Ydre","2014",90.2
"0513 Kinda","1973",91.6
"0513 Kinda","1976",93.3
"0513 Kinda","1979",92.2
"0513 Kinda","1982",91.7
"0513 Kinda","1985",90.5
"0513 Kinda","1988",87.1
"0513 Kinda","1991",86.1
"0513 Kinda","1994",86.6
"0513 Kinda","1998",82.8
"0513 Kinda","2002",81.0
"0513 Kinda","2006",84.2
"0513 Kinda","2010",86.7
"0513 Kinda","2014",88.0
"0560 Boxholm","1973",91.7
"0560 Boxholm","1976",93.4
"0560 Boxholm","1979",92.9
"0560 Boxholm","1982",93.0
"0560 Boxholm","1985",91.9
"0560 Boxholm","1988",88.8
"0560 Boxholm","1991",88.1
"0560 Boxholm","1994",89.6
"0560 Boxholm","1998",84.0
"0560 Boxholm","2002",83.0
"0560 Boxholm","2006",84.2
"0560 Boxholm","2010",87.3
"0560 Boxholm","2014",89.3
"0561 Åtvidaberg","1973",93.0
"0561 Åtvidaberg","1976",93.9
"0561 Åtvidaberg","1979",92.8
"0561 Åtvidaberg","1982",93.1
"0561 Åtvidaberg","1985",91.8
"0561 Åtvidaberg","1988",89.1
"0561 Åtvidaberg","1991",88.9
"0561 Åtvidaberg","1994",89.5
"0561 Åtvidaberg","1998",84.5
"0561 Åtvidaberg","2002",83.3
"0561 Åtvidaberg","2006",84.0
"0561 Åtvidaberg","2010",86.2
"0561 Åtvidaberg","2014",87.8
"0562 Finspång","1973",93.7
"0562 Finspång","1976",94.2
"0562 Finspång","1979",93.0
"0562 Finspång","1982",93.4
"0562 Finspång","1985",92.2
"0562 Finspång","1988",88.5
"0562 Finspång","1991",89.1
"0562 Finspång","1994",89.3
"0562 Finspång","1998",84.3
"0562 Finspång","2002",83.0
"0562 Finspång","2006",83.7
"0562 Finspång","2010",85.2
"0562 Finspång","2014",86.4
"0563 Valdemarsvik","1973",92.8
"0563 Valdemarsvik","1976",93.6
"0563 Valdemarsvik","1979",92.7
"0563 Valdemarsvik","1982",92.9
"0563 Valdemarsvik","1985",91.7
"0563 Valdemarsvik","1988",87.3
"0563 Valdemarsvik","1991",87.5
"0563 Valdemarsvik","1994",87.9
"0563 Valdemarsvik","1998",81.8
