year,municipality,value
1973,1264,12.034818970070972
1973,1265,12.428575256197135
1973,1266,12.676315755587144
1973,1267,12.603191464266512
1973,1270,12.568441507487968
1973,1272,13.124101660820243
1973,1273,12.90816608507163
1973,1275,12.445389414116557
1973,1276,12.94560221817203
1973,1277,12.735485354850915
1973,1278,13.115908415907164
1973,1280,11.990602921977903
1973,1281,12.080911566207067
1973,1282,12.99829947121907
1973,1283,12.384691716082795
1973,1284,13.211167198448717
1973,1285,12.663283557954959
1973,1286,12.450722395148636
1973,1287,11.316369255224359
1973,1290,13.114950575367079
1973,1291,12.697199988501822
1973,1292,12.927194816862054
1973,1293,12.048554052933145
1973,1315,11.69858310897172
1973,1380,12.593694320117091
1973,1381,11.997409781392484
1973,1382,12.88897851637156
1973,1383,11.94796298479954
1973,1384,11.694680940235171
1973,1401,12.543569224164152
1973,1402,13.053253460144944
1973,1407,13.532573241067372
1973,1415,14.035271177283004
1973,1419,13.739092373623068
1973,1421,13.815138583240303
1973,1427,13.649402368941324
1973,1430,13.19818162312319
1973,1435,12.827985181458294
1973,1438,11.699135395401612
1973,1439,12.877866458503263
1973,1440,13.771776610078277
1973,1441,13.272294383014112
1973,1442,12.108435020555614
1973,1443,12.320337083407647
1973,1444,11.403914778686705
1973,1445,12.059864330987375
1973,1446,12.448836389000938
1973,1447,12.795718730259496
1973,1452,12.101346255585945
1973,1460,11.397700701176099
1973,1461,10.563892947407744
1973,1462,13.91791762080359
1973,1463,13.240363559646541
1973,1465,12.568007393984482
1973,1466,11.588764959548545
1973,1470,11.315812279412963
1973,1471,11.36143472712595
1973,1472,12.287609816935284
1973,1473,12.37352699311299
1973,1480,13.757096005974274
1973,1481,12.75493634859276
1973,1482,13.880052868032383
1973,1484,13.403620888926369
1973,1485,14.52049402500933
1973,1486,12.460885617039033
1973,1487,11.724825307476896
1973,1488,12.889634669478127
1973,1489,12.683007352236878
1973,1490,12.481723002505273
1973,1491,12.08628641649698
1973,1492,12.068133190746142
1973,1493,11.681226536946493
1973,1494,11.399654949284225
1973,1495,11.153599693638082
1973,1496,11.976949236244437
1973,1497,12.188817702945736
1973,1498,11.278035215994622
1973,1499,11.389754775523455
1973,1715,12.970171501352759
1973,1730,11.992152035900574
1973,1737,10.220031461145487
1973,1760,11.863817921943308
1973,1761,13.398175191547779
1973,1762,12.041573038831471
1973,1763,12.539479243010952
1973,1764,12.400558407883814
1973,1765,11.582860550107817
1973,1766,12.28506369125195
1973,1780,12.756590726162546
1973,1781,13.244533231539823
1973,1782,11.22070622021958
1973,1783,10.55839859412712
1973,1784,12.55653472243263
1973,1785,11.278256400083972
1973,1814,11.352320642339153
1973,1860,12.828796226660005
1973,1861,12.37930287786066
1973,1862,12.968032693413283
1973,1863,10.174359001466568
1973,1864,9.50161726280777
1973,1880,12.400499910788717
1973,1881,12.415636264081995
1973,1882,12.46619200087194
1973,1883,11.019603938469517
1973,1884,10.525805895695981
1973,1885,10.865667405523242
1973,1904,10.607388419125156
1973,1907,10.01709167674774
1973,1960,10.882839458131372
1973,1961,10.664901239200834
1973,1962,9.794338188760483
1973,1980,10.780488222400221
1973,1981,9.672638396804166
1973,1982,10.064223341978021
1973,1983,10.586490516554335
1973,1984,11.204290099628384
1973,2021,9.749717834241288
1973,2023,9.29884991941338
1973,2026,9.475471480716566
1973,2029,9.222236735602353
1973,2031,8.512062156120988
1973,2034,7.9530539013512
1973,2039,9.042337314729707
1973,2061,10.54829451520524
1973,2062,8.760142445478142
1973,2080,9.375776151341942
1973,2081,10.352766262801381
1973,2082,9.970341033357169
1973,2083,9.304957496105597
1973,2084,9.223365540394054
1973,2085,9.723539814116215
1973,2101,8.583057283432954
1973,2104,9.357036836758084
1973,2121,8.913049070274512
1973,2132,8.771894309002196
1973,2161,7.8078556790451845
1973,2180,10.037809988029053
1973,2181,9.6346956737645
1973,2182,8.76099034863118
1973,2183,8.806666192315298
1973,2184,9.044541283758566
1973,2260,8.179437777943535
1973,2262,7.922422642910117
1973,2280,7.918631337391217
1973,2281,7.952448958585059
1973,2282,7.434712096973577
1973,2283,6.353980189507376
1973,2284,6.79349335441427
1973,2303,6.759164095171837
1973,2305,6.462648367533747
1973,2309,4.81542147246441
1973,2313,4.968784472138051
1973,2321,5.643698955310788
1973,2326,5.387381946198873
1973,2361,7.259860778505391
1973,2380,6.142799161123414
1973,2401,6.698813654659091
1973,2403,6.150957091376823
1973,2404,5.978493261515812
1973,2409,6.081839989298269
1973,2417,5.250332668656645
1973,2418,6.321481772967023
1973,2421,5.094339790621605
1973,2422,6.2009585340965065
1973,2425,5.546890808349659
1973,2460,6.371196169603156
1973,2462,5.327129281324758
1973,2463,5.827660547860812
1973,2480,6.7354871512159145
1973,2481,5.787309978101634
1973,2482,5.092501323486983
1973,2505,5.578179582010779
1973,2506,4.575455817400153
